«»,Producer, Film, Rating, Budget, Year
80579,4568436,2985482,5.5,"€ 3,000,000",2012
80580,4568458,2613774,7.4,"DEM 3,500,000",2005
80581,4568501,2758714,4.6,"€ 1,800,000",2012
80582,4568504,2840494,5.3,"€ 650,000",2004
80583,4568510,2153670,6.4,"$8,000,000",2004
80584,4568511,2153670,6.4,"$8,000,000",2004
80585,4568517,2420434,7.2,"€ 100,000",2011
80586,4568517,2420434,7.2,"€ 100,000",2011
80587,4568536,2560979,4.1,"€ 1,500,000",2011
80588,4568570,2058119,5.4,"$4,000,000",2006
80589,4568589,2886764,7.6,"$15,000,000",2011
80590,4568595,2596358,4.9,"DEM 7,000,000",1990
80591,4568646,2681255,7.3,"$1,300,000",1975
80592,4568646,2891639,6.0,"$7,500,000",1985
80593,4568706,2723960,4.3,"$10,000",1989
80594,4568723,2639371,7.0,"$15,000,000",2010
80595,4568808,2901727,3.5,"$15,000,000",2013
80596,4568811,2088589,6.8,"$750,000",2013
80597,4568811,2568546,4.8,"$2,000,000",2012
80598,4568811,2907741,3.7,"$1,500,000",2012
80599,4568811,2907741,3.7,"$1,500,000",2012
80600,4568818,3051753,3.3,"$8,000,000",2004
80601,4568848,2167779,6.8,"$20,000",2008
80602,4568848,2599059,6.3,"$750,000",2012
80603,4568863,2308085,3.9,"$450,000",1981
80604,4568891,2767996,5.8,"NZD 5,950,000",2008
80605,4568902,2546690,5.6,"$500,000",2011
80606,4568917,2856657,6.1,"$3,500,000",2009
80607,4568936,2031586,4.8,"$750,000",2013
80608,4568937,2888756,5.1,"$48,000,000",2008
80609,4568938,2913099,4.9,"$36,000,000",1990
80610,4568980,2398229,3.1,"CAD 850,000",2006
80611,4568984,2847631,7.2,"$223,391",2014
80612,4568988,2415903,6.9,"€ 100,000",2008
80613,4568988,2988671,6.3,"$40,000",2005
80614,4568989,2326826,6.0,"$1,200,000",2008
80615,4568989,2984374,5.8,"$1,750,000",2006
80616,4569004,2734074,3.5,"CAD 2,200,000",2007
80617,4569011,2481129,7.3,"$50,000",2003
80618,4569018,2188412,7.4,"$6,000,000",2011
80619,4569036,2941254,4.7,"$1,500,000",2008
80620,4569044,2905259,6.0,"SGD 1,500,000",2005
80621,4569102,2057725,7.5,"$5,000",2013
80622,4569127,2886196,6.2,"$10,000",2013
80623,4569147,3059525,3.6,"$750,000",2009
80624,4569148,2566541,6.1,"JPY 5,000,000",2004
80625,4569194,2172143,3.9,"$2,625,000",2008
80626,4569233,2756991,3.6,"$3,500,000",2010
80627,4569252,2725550,7.3,"PHP 1,100,000",2013
80628,4569274,2905180,7.2,"$2,300,000",2007
80629,4569337,2896416,5.5,"CAD 3,500,000",1980
80630,4569353,2227648,5.7,"$2,000,000",2001
80631,4569363,2135022,7.4,"$2,900,000",2009
80632,4569372,2135022,7.4,"$2,900,000",2009
80633,4569395,2617767,6.9,"$100,000,000",2004
80634,4569395,2617770,6.5,"$130,000,000",2008
80635,4569414,2704175,4.7,"$2,500,000",2000
80636,4569414,2917296,3.8,"$2,000,000",1994
80637,4569448,2284078,6.6,"€ 2,600,000",2007
80638,4569504,2920154,6.1,"$85,000",2011
80639,4569504,2920154,6.1,"$85,000",2011
80640,4569520,2860258,6.5,"$1,500,000",2006
80641,4569525,2723465,6.2,"$4,000,000",2011
80642,4569533,2027393,8.8,"$204,678",2012
80643,4569539,2865014,6.3,"$250,000",2012
80644,4569556,2309472,6.8,"€ 16,500",2004
80645,4569566,2738408,6.9,"$28,000,000",2007
80646,4569574,2626777,6.8,"€ 7,700,000",2013
80647,4569585,2139306,4.6,"$3,000,000",2012
80648,4569586,2139306,4.6,"$3,000,000",2012
80649,4569595,2384526,5.7,"$2,400,000",2007
80650,4569610,3013420,5.9,"$10,000,000",2001
80651,4569615,2691652,7.0,"$500,000",2004
80652,4569625,2790211,8.3,"CZK 50,000",2008
80653,4569631,2869613,6.0,"€ 16,000,000",2014
80654,4569652,2461819,5.9,"$15,000,000",2006
80655,4569652,2620894,7.0,"$500,000",2006
80656,4569705,2875697,6.5,"$1,500,000",2005
80657,4569723,2123896,6.8,"$5,000,000",2011
80658,4569723,2899223,4.4,"$8,000,000",2012
80659,4569727,2404701,7.4,"$19,000",2006
80660,4569733,2179964,5.0,"$14,000,000",2006
80661,4569733,2189975,6.1,"$25,000,000",2009
80662,4569733,2302381,7.3,"$6,000,000",1997
80663,4569733,2471072,6.7,"$11,000,000",2011
80664,4569733,2848767,6.3,"$28,000,000",2003
80665,4569733,2928907,5.6,"$12,000,000",2012
80666,4569771,2165945,5.4,"$3,000,000",1968
80667,4569777,2652568,6.8,$1,2012
80668,4569778,2829566,7.3,"$1,000,000",2004
80669,4569785,2995547,7.3,"$877,000",2013
80670,4569793,2891472,5.0,"$750,000",2008
80671,4569794,2153110,5.9,"$350,000",2008
80672,4569865,2805149,6.1,"$120,000,000",2008
80673,4569885,2918704,5.0,"$4,000,000",2014
80674,4569885,2918704,5.0,"$4,000,000",2014
80675,4569918,3001652,7.5,"$5,052,780",2001
80676,4569929,2477842,7.5,"NOK 54,000,000",2009
80677,4569934,2810533,6.9,"$6,000,000",2012
80678,4569944,2647974,6.8,"$5,000,000",2002
80679,4569956,3047404,7.3,"$350,000",2011
80680,4569978,2710386,5.7,"€ 1,000,000",2008
80681,4570004,2075963,5.8,"$6,000,000",2013
80682,4570009,2697752,6.7,"$4,000,000",2014
80683,4570033,2688477,5.3,"CAD 150,000",1968
80684,4570034,2688477,5.3,"CAD 150,000",1968
80685,4570047,2429581,6.5,"$1,000,000",2014
80686,4570063,2027785,6.1,"AUD 3,000,000",2010
80687,4570068,2883549,4.3,"$2,500,000",2010
80688,4570106,2292662,6.7,"$1,500,000",2002
80689,4570109,2539757,7.0,"$3,250,000",2012
80690,4570132,2024227,7.4,"BRL 3,500,000",2012
80691,4570172,3048087,4.7,"$170,000",2004
80692,4570175,2690374,6.5,"$800,000",2006
80693,4570177,2604597,6.2,"$2,300,000",2007
80694,4570178,2115594,7.9,"$6,000,000",1993
80695,4570188,2384043,6.9,"$4,000,000",2007
80696,4570188,2451251,7.3,"$10,000,000",2008
80697,4570188,2556676,7.8,"$5,000,000",2013
80698,4570195,2794881,7.0,"$39,200,000",2013
80699,4570196,2143310,7.7,"$4,000,000",2003
80700,4570198,2179678,7.1,"KRW 8,000,000,000",2005
80701,4570210,2283147,8.1,"$324,000",2013
80702,4570218,2021673,8.2,"IDR 12,000,000,000",2014
80703,4570253,2170653,6.2,"$15,000,000",2008
80704,4570261,2386957,7.1,"$7,000,000",2012
80705,4570278,2048851,6.7,"$1,400,000",2004
80706,4570278,2590612,5.5,"PLN 8,266,013",2010
80707,4570278,2654597,6.0,"$92,000",2006
80708,4570278,2694418,6.4,"PLN 9,000,000",2003
80709,4570278,2788756,7.0,"PLN 2,800,000",2006
80710,4570284,2584098,6.4,"$3,500,000",2007
80711,4570288,2867811,4.2,"€ 860,000",2013
80712,4570292,2257564,6.3,"ARS 300,000",2006
80713,4570293,2386168,7.5,"VEB 4,273,248",2010
80714,4570302,2571176,5.6,"$8,000,000",2012
80715,4570327,3035338,3.8,"$2,500,000",1989
80716,4570335,2600376,4.4,"$6,000,000",2013
80717,4570349,2332257,6.4,"DEM 22,000,000",1989
80718,4570354,2734339,8.2,"€ 650,000",2014
80719,4570393,2497159,7.0,"$2,000,000",2003
80720,4570403,2867811,4.2,"€ 860,000",2013
80721,4570458,2486418,5.4,"€ 1,200,000",2009
80722,4570495,3006713,7.4,"€ 13,000,000",2013
80723,4570541,2441218,6.3,"$400,000",2011
80724,4570547,2616582,7.2,"THB 700,000,000",2006
80725,4570579,3022003,6.6,"$10,000,000",2008
80726,4570617,2064339,6.5,"INR 2,300,000,000",2002
80727,4570650,2121736,7.4,"$3,300,000",2006
80728,4570683,2430031,6.1,"€ 2,500,000",2012
80729,4570684,2392893,7.3,"€ 2,300,000",2009
80730,4570688,2341451,7.9,"$5,000,000",2004
80731,4570712,2780451,6.1,"$200,000",2007
80732,4570730,2021686,6.2,"€ 200,000",2010
80733,4570750,2252752,7.2,"£100,000",2011
80734,4570762,2871527,6.1,"£2,500,000",2011
80735,4570782,2411110,5.4,"$1,750,000",2006
80736,4570784,2188500,6.0,"$17,500,000",2001
80737,4570784,2243170,5.6,"$10,000,000",2002
80738,4570811,2922582,6.8,"$500,000",2012
80739,4570829,2261153,6.9,"$22,000,000",1997
80740,4570925,2608594,5.8,"£1,100",2009
80741,4570932,2135025,3.6,"$3,000,000",1988
80742,4570932,2227659,5.7,"$1,500,000",2005
80743,4570932,2253881,5.6,"$3,000,000",2005
80744,4570932,2263773,3.5,"$7,850,000",1994
80745,4570932,2456415,6.3,"$10,000,000",2014
80746,4570932,2535538,6.0,"$6,000,000",1990
80747,4570932,2540668,6.7,"£14,000",2006
80748,4570932,2717760,4.2,"$1,000,000",2005
80749,4570932,2723356,4.4,"£1,500",2009
80750,4570932,2727389,5.7,"$4,000,000",2002
80751,4570932,2746527,3.7,"$4,000,000",2009
80752,4570932,2747485,6.0,"$5,000,000",1996
80753,4570932,2774745,4.2,"$10,000,000",2007
80754,4570932,2808273,6.8,"$2,800,000",2003
80755,4570932,2821656,5.6,"$35,000,000",1995
80756,4570932,2825944,4.7,"$90,000,000",2000
80757,4570932,2916635,4.6,"$5,300,000",2012
80758,4570937,2386397,5.7,"INR 20,000,000",2007
80759,4570951,2890059,5.1,"INR 530,000,000",2003
80760,4570955,2107881,3.8,"$500,000",2008
80761,4570970,2472150,6.6,"INR 200,000,000",2009
80762,4570987,3019149,7.6,"$150,000",2009
80763,4570996,2031002,5.2,"INR 35,000,000",2008
80764,4570996,2126027,4.0,"INR 120,000,000",2006
80765,4570996,2476639,7.1,"INR 350,000,000",2003
80766,4571016,2662016,5.0,"$3,000,000",2012
80767,4571016,2873398,5.8,"$3,000,000",2012
80768,4571018,2227659,5.7,"$1,500,000",2005
80769,4571018,2253881,5.6,"$3,000,000",2005
80770,4571018,2263773,3.5,"$7,850,000",1994
80771,4571018,2535538,6.0,"$6,000,000",1990
80772,4571018,2723356,4.4,"£1,500",2009
80773,4571018,2746527,3.7,"$4,000,000",2009
80774,4571018,2774745,4.2,"$10,000,000",2007
80775,4571018,2821656,5.6,"$35,000,000",1995
80776,4571020,2135025,3.6,"$3,000,000",1988
80777,4571020,2263773,3.5,"$7,850,000",1994
80778,4571020,2535538,6.0,"$6,000,000",1990
80779,4571020,2698169,5.6,"$4,000,000",1986
80780,4571020,2821656,5.6,"$35,000,000",1995
80781,4571041,2768020,6.9,$100,2013
80782,4571060,2256037,6.9,"$85,000,000",2014
80783,4571065,2915014,5.9,"$1,100,000",1988
80784,4571067,2961310,2.8,"$750,000",1982
80785,4571083,2389022,5.9,"$10,000,000",2013
80786,4571083,2858328,4.4,"$5,000,000",2013
80787,4571088,2312552,5.6,"$200,000",2010
80788,4571090,2426630,3.4,"$3,500,000",2014
80789,4571096,2195486,5.7,"INR 5,000,000",2006
80790,4571104,2214525,7.8,"$1,000,000",2013
80791,4571104,2344065,8.6,"INR 184,000,000",2012
80792,4571136,3032324,4.4,"$3,000,000",2000
80793,4571185,2091222,7.3,"INR 2,000,000,000",2003
80794,4571198,2130500,4.5,"$1,000,000",2010
80795,4571224,2104834,5.7,"$8,500,000",2012
80796,4571224,2263459,6.8,"$8,000,000",2007
80797,4571224,3046176,6.5,"$12,000,000",2012
80798,4571240,2315838,7.6,"$1,000,000",2013
80799,4571265,2121399,4.5,"$5,500,000",1998
80800,4571303,3001530,6.3,"DKK 900,000",2014
80801,4571307,2049822,7.0,"$4,000,000",1998
80802,4571307,2110272,5.0,"$3,200,000",2004
80803,4571326,2153110,5.9,"$350,000",2008
80804,4571330,2847465,7.7,"INR 20,000,000",2005
80805,4571333,2295794,7.2,"MXN 500,000",2011
80806,4571336,2718261,7.3,"$135,000,000",2008
80807,4571374,2374243,6.4,"CNY 12,000,000",2006
80808,4571400,2978965,7.3,"$500,000",2009
80809,4571406,2555620,5.5,"$8,000,000",1997
80810,4571411,2582391,6.6,"€ 8,400,000",2008
80811,4571413,2860823,7.3,"$25,000",2007
80812,4571417,2207322,5.8,"$3,000,000",1985
80813,4571417,2303808,7.8,"$3,600,000",1987
80814,4571417,2877138,7.6,"$375,000",1981
80815,4571419,2713780,7.1,"$400,000",2006
80816,4571437,2117665,7.3,"$2,000,000",2003
80817,4571441,2816905,3.4,"CAD 2,000,000",2013
80818,4571444,3003053,7.1,"$75,000,000",2009
80819,4571468,2340173,8.1,"$68,000,000",2014
80820,4571468,2747488,5.8,"$35,000,000",2013
80821,4571489,2309776,6.1,"$1,000,000",1997
80822,4571514,2198960,7.1,"$29,000,000",2003
80823,4571514,2411297,6.7,"$13,000,000",2010
80824,4571514,2650069,4.1,"$16,000,000",2001
80825,4571529,2510713,6.2,"$1,000,000",2001
80826,4571566,2555149,4.6,"INR 42,500,000",2014
80827,4571591,2232831,5.8,"$15,000,000",2010
80828,4571594,2690381,7.2,"$100,000",2006
80829,4571621,2932287,4.0,"$4,000,000",2009
80830,4571628,2833864,5.6,"INR 1,000,000",1992
80831,4571644,2841088,6.0,"$200,000",2012
80832,4571663,2087999,4.9,"$75,000",2012
80833,4571768,2598715,7.2,"ILS 100,000",2007
80834,4571768,2598715,7.2,"ILS 100,000",2007
80835,4571815,2762048,7.6,"$15,000,000",2007
80836,4571818,2065783,6.7,"$8,000,000",2011
80837,4571820,2860295,6.7,"$8,000,000",2007
80838,4571821,2142609,5.6,"$2,500,000",1994
80839,4571821,2422253,7.3,"$10,000,000",2004
80840,4571844,2338985,3.1,"$500,000",2003
80841,4571865,2912494,6.0,"PYG 350,000,000",1988
80842,4571901,2355895,6.0,"$85,000,000",2011
80843,4571901,2438624,6.4,"$15,500,000",2007
80844,4571902,3010755,6.4,"INR 5,000,000",1991
80845,4571911,3046454,5.4,"HKD 6,000,000",1978
80846,4571936,2449551,6.0,"$25,000,000",2002
80847,4571936,2781008,6.4,"$165,000,000",2010
80848,4571936,2802873,7.8,"$21,000,000",2000
80849,4571936,2935340,6.9,"$30,000,000",2004
80850,4571938,2538039,8.0,"$6,500",2014
80851,4571956,2048681,3.6,"$1,000,000",2014
80852,4571963,3049938,6.8,"TWD 30,000,000",2006
80853,4571994,2044359,5.9,"$1,000,000",2008
80854,4571997,2298740,5.9,"$40,000,000",2014
80855,4571997,2918537,4.2,"$20,000,000",2013
80856,4572024,2761687,7.7,"$20,000",2009
80857,4572028,2542957,7.1,"€ 4,300,000",2010
80858,4572049,2142812,5.4,"$10,000,000",1991
80859,4572049,2874470,6.4,"$15,000,000",1989
80860,4572056,2889790,5.1,"$4,500,000",2010
80861,4572058,2549465,7.3,"$5,000,000",2012
80862,4572084,2792277,4.2,"$5,000,000",2011
80863,4572085,2745874,3.4,"$8,000,000",2012
80864,4572085,2792277,4.2,"$5,000,000",2011
80865,4572100,2059849,4.4,"£2,028,000",2012
80866,4572116,2363034,6.1,"$1,000,000",2010
80867,4572144,2813696,3.3,"$1,000,000",2006
80868,4572148,2941254,4.7,"$1,500,000",2008
80869,4572150,2354770,5.2,"$9,000,000",2011
80870,4572150,2458152,1.5,"$13,000,000",2011
80871,4572158,2940007,7.6,"$52,000,000",1999
80872,4572210,2086801,6.9,"$100,000",2013
80873,4572216,2206859,7.1,"$50,000",2008
80874,4572267,2951000,5.6,"CNY 100,000,000",2013
80875,4572268,2536351,5.6,"€ 7,500,000",2011
80876,4572281,3046340,6.0,"$18,000,000",2011
80877,4572290,2587440,3.6,"$7,000,000",2006
80878,4572290,2790756,2.8,"$3,400,000",2008
80879,4572290,2793558,4.7,"$8,000,000",2009
80880,4572290,2950112,4.9,"$16,500,000",2008
80881,4572307,2676948,5.8,"$100,000",1979
80882,4572320,2241594,5.3,"$2,700,000",2005
80883,4572320,2317479,6.8,"$8,000,000",2006
80884,4572320,3023656,6.4,"$3,000,000",2003
80885,4572348,2961371,5.8,"$27,000,000",1994
80886,4572356,2026783,5.5,"$600,000",2011
80887,4572387,2309232,5.8,"$1,800,000",2002
80888,4572394,2657684,7.1,"$4,000,000",1992
80889,4572426,2410331,4.6,"$3,000,000",2010
80890,4572430,2228219,4.5,"$15,000",2014
80891,4572469,2147320,7.9,"$35,000,000",1993
80892,4572474,2386957,7.1,"$7,000,000",2012
80893,4572489,2918947,4.8,"$45,000,000",1998
80894,4572504,2896578,4.6,"CAD 750,000",1994
80895,4572513,2760240,6.0,"$7,000,000",2003
80896,4572518,2086018,6.0,"$4,000,000",2011
80897,4572527,2779577,5.4,"CAD 814,000",1976
80898,4572530,2140162,7.6,"$30,000,000",2001
80899,4572530,2451646,7.0,"$36,000,000",2002
80900,4572530,2610240,7.4,"$30,000,000",2009
80901,4572636,2781602,6.1,"$1,200,000",2005
80902,4572638,2056869,6.5,"$488,000",1946
80903,4572697,2750739,5.3,"$9,000,000",2012
80904,4572697,3003654,5.1,"$16,000,000",2013
80905,4572713,2670744,7.4,"$150,000",2009
80906,4572714,2590048,6.8,"$150,000,000",2006
80907,4572717,2104834,5.7,"$8,500,000",2012
80908,4572723,2448778,6.9,"$12,000,000",2012
80909,4572758,2482238,6.5,"JPY 4,500,000",2000
80910,4572763,2252191,5.8,"$5,000,000",2001
80911,4572842,2905045,7.2,"$2,500,000",2009
80912,4572884,2087682,7.3,"$3,000,000",2003
80913,4572884,2371139,7.5,"$5,000,000",2006
80914,4572884,2749695,7.0,"$3,000,000",2007
80915,4572904,2401555,6.0,"$7,000,000",2003
80916,4572908,2027707,4.1,"$3,100,000",2009
80917,4572913,2550811,4.8,"€ 27,000,000",2009
80918,4572913,2988781,6.5,"€ 15,000,000",2012
80919,4572918,2616771,5.5,"$1,400,000",2007
80920,4572928,2774745,4.2,"$10,000,000",2007
80921,4572933,2065126,6.0,"$10,000,000",2013
80922,4572938,2110140,6.9,"KRW 12,000,000",1964
80923,4572941,2823521,7.5,"MYR 3,000,000",2007
80924,4572966,2458712,7.6,"$6,000,000",2010
80925,4572971,2691391,7.0,"JPY 10,000,000",2005
80926,4572978,2458712,7.6,"$6,000,000",2010
80927,4572979,2024792,6.4,"$20,000,000",2009
80928,4572979,2024793,6.7,"$20,000,000",2008
80929,4572979,2072634,7.8,"JPY 14,000,000",2005
80930,4572979,2827937,7.7,"JPY 500,000,000",2004
80931,4572988,2027152,5.1,"$6,500,000",1993
80932,4573038,2211722,7.5,"JPY 1,000,000",1997
80933,4573038,2738000,5.8,"$2,500,000",2005
80934,4573051,2082410,6.7,"KRW 1,000,000,000",2006
80935,4573071,3042082,6.7,"$350,000",2006
80936,4573081,2349872,6.2,"$3,900,000",2007
80937,4573106,2368271,6.6,"$2,000,000",2006
80938,4573106,2603028,6.5,"$7,000,000",2008
80939,4573111,2190144,3.4,"$2,300,000",2004
80940,4573118,2064143,4.2,"KRW 12,000,000",1969
80941,4573120,2430076,5.9,"$2,000,000",2004
80942,4573147,2372640,7.7,"ILS 100,000",2007
80943,4573220,2102203,6.6,"$8,000,000",2001
80944,4573257,2653630,3.8,"$200,000",2008
80945,4573301,2346652,6.5,"$6,000,000",2006
80946,4573316,2675384,7.3,"$10,000,000",2006
80947,4573362,2835611,5.5,"$1,000,000",1992
80948,4573363,3051342,5.0,"$20,000,000",2007
80949,4573376,2459516,7.4,"INR 70,000,000",2012
80950,4573387,2320068,6.2,"INR 120,000,000",2014
80951,4573388,2113785,8.3,"INR 300,000,000",2012
80952,4573388,2344065,8.6,"INR 184,000,000",2012
80953,4573393,2192863,4.4,"$20,000,000",2007
80954,4573393,2639153,6.2,"$5,000,000",2002
80955,4573393,2716698,5.8,"$15,000,000",2004
80956,4573393,2862197,7.7,"$13,000,000",2004
80957,4573393,2924236,2.7,"$8,000,000",2003
80958,4573393,2928277,6.2,"$45,000,000",2006
80959,4573435,2453269,6.2,"$1,000,000",2013
80960,4573436,3057389,6.4,"$450,000",2005
80961,4573446,2718199,7.3,"$25,000",2004
80962,4573447,2064787,8.2,"$1,500,000",2013
80963,4573491,2025829,5.8,"$13,000,000",2013
80964,4573491,2071895,5.7,"$2,500,000",2008
80965,4573491,2397537,6.3,"$2,000,000",2009
80966,4573491,2674714,5.9,"$5,000,000",2001
80967,4573491,2794623,6.0,"$6,000,000",2012
80968,4573505,2181999,7.9,"$76,000,000",2006
80969,4573505,2306799,4.9,"$15,000,000",2000
80970,4573505,2862118,7.1,"$30,000,000",2013
80971,4573507,2154414,5.2,"$5,000,000",2000
80972,4573511,2827105,4.5,"$850,000",1980
80973,4573524,2643093,6.8,"$250,000",2005
80974,4573525,2077683,7.4,"$2,000,000",2006
80975,4573558,3036534,5.6,"$3,500,000",1999
80976,4573560,2293477,7.2,"$85,000,000",2007
80977,4573577,2022427,6.6,"$52,000,000",2006
80978,4573577,2031183,5.9,"$30,000,000",2008
80979,4573577,2062975,2.6,"$500,000",2008
80980,4573577,2067572,5.1,"$7,000,000",2003
80981,4573577,2137926,5.6,"$5,000,000",2004
80982,4573577,2138671,3.8,"$10,000,000",2007
80983,4573577,2149793,5.1,"$9,000,000",1999
80984,4573577,2151371,4.5,"$4,000,000",1999
80985,4573577,2153683,6.7,"$25,000,000",2010
80986,4573577,2189975,6.1,"$25,000,000",2009
80987,4573577,2193712,5.3,"$3,000,000",2001
80988,4573577,2198181,5.2,"$70,000,000",2011
80989,4573577,2200723,6.3,"$6,800,000",2005
80990,4573577,2207850,3.6,"$2,200,000",2002
80991,4573577,2217899,4.6,"$8,500,000",1997
80992,4573577,2224934,4.5,"$18,000,000",2008
80993,4573577,2234275,4.8,"$6,000,000",2006
80994,4573577,2240069,3.8,"$18,000,000",2002
80995,4573577,2268539,5.5,"$50,000,000",2011
80996,4573577,2276752,7.0,"$7,500,000",2001
80997,4573577,2276844,5.3,"$25,150,000",2005
80998,4573577,2289084,5.1,"$10,000,000",2013
80999,4573577,2293729,5.1,"$5,000,000",2006
81000,4573577,2329519,5.6,"$20,000,000",2001
81001,4573577,2367084,6.0,"$2,600,000",1999
81002,4573577,2386347,5.7,"$7,000,000",2008
81003,4573577,2396226,5.6,"$12,000,000",2006
81004,4573577,2403376,7.0,"$7,300,000",2005
81005,4573577,2424563,6.2,"$17,000,000",2003
81006,4573577,2453842,5.9,"$6,200,000",2007
81007,4573577,2505694,4.8,"$10,000,000",2009
81008,4573577,2520966,6.5,"$9,000,000",2009
81009,4573577,2531763,3.5,"$4,500,000",2007
81010,4573577,2541027,6.5,"$18,000,000",2006
81011,4573577,2551973,3.8,"$4,000,000",1995
81012,4573577,2555697,5.7,"$22,000,000",2008
81013,4573577,2600891,7.0,"$12,000,000",2003
81014,4573577,2609349,5.2,"$25,000,000",2008
81015,4573577,2628280,5.5,"$10,000,000",2010
81016,4573577,2628427,6.2,"$2,600,000",2014
81017,4573577,2629449,5.0,"$12,000,000",1998
81018,4573577,2648478,6.5,"$70,000,000",2013
81019,4573577,2655789,6.6,"$3,000,000",1999
81020,4573577,2688687,5.7,"$35,000,000",2013
81021,4573577,2705855,6.3,"$9,000,000",2010
81022,4573577,2717622,7.1,"$50,000,000",2007
81023,4573577,2727401,5.3,"$17,000,000",2001
81024,4573577,2732999,6.0,"$60,000,000",2009
81025,4573577,2762469,5.2,"$4,000,000",1995
81026,4573577,2772855,5.1,"$5,000,000",2003
81027,4573577,2780801,3.4,"$3,000,000",2007
81028,4573577,2797554,6.4,"$15,000,000",2013
81029,4573577,2805861,3.9,"$2,000,000",1999
81030,4573577,2805862,3.4,"$7,000,000",2013
81031,4573577,2815304,5.5,"$35,000,000",2011
81032,4573577,2815506,5.4,"$22,000,000",2013
81033,4573577,2816644,5.6,"$2,000,000",2013
81034,4573577,2829242,3.5,"$12,500,000",1998
81035,4573577,2850854,2.3,"$1,700,000",2000
81036,4573577,2853985,6.7,"$25,000,000",2009
81037,4573577,2856903,5.4,"$7,000,000",1999
81038,4573577,2857469,5.6,"$35,000,000",2013
81039,4573577,2858067,5.6,"$50,000,000",2006
81040,4573577,2867407,5.7,"$25,000,000",2006
81041,4573577,2869637,5.2,"$6,000,000",2005
81042,4573577,2871231,5.9,"$22,000,000",2007
81043,4573577,2877423,6.5,"$80,000,000",2010
81044,4573577,2877425,6.7,"$92,000,000",2012
81045,4573577,2887778,7.1,"$5,000,000",2005
81046,4573577,2898340,5.3,"$9,000,000",1997
81047,4573577,2900381,4.2,"$70,000,000",2014
81048,4573577,2908598,6.5,"$40,000,000",2011
81049,4573577,2908627,5.7,"$5,000,000",2005
81050,4573577,2915965,4.5,"$12,000,000",2002
81051,4573577,2934230,5.1,"$15,000,000",2013
81052,4573577,2948752,3.6,"$40,000,000",2006
81053,4573577,2953686,6.0,"$25,000,000",2008
81054,4573577,2958999,3.5,"$7,000,000",2001
81055,4573577,2972538,3.8,"$2,000,000",1999
81056,4573577,2978793,7.0,"$9,500,000",2010
81057,4573577,2994209,6.1,"$20,000,000",2002
81058,4573577,2994212,7.1,"$5,000,000",2006
81059,4573577,2994213,7.5,"$3,000,000",2010
81060,4573577,2997361,4.9,"$20,000,000",2003
81061,4573577,2997624,6.0,"$15,000,000",2007
81062,4573577,3020780,5.7,"$10,000,000",2007
81063,4573577,3036534,5.6,"$3,500,000",1999
81064,4573589,2087979,2.6,"$5,000,000",2012
81065,4573589,2511419,4.1,"$1,500,000",2004
81066,4573589,2581492,4.7,"$25,000,000",2002
81067,4573589,2705636,5.8,"$1,000,000",2004
81068,4573589,2871931,5.7,"$750,000",2009
81069,4573589,2916452,6.5,"$7,000,000",2000
81070,4573592,2671001,5.3,"CAD 4,000,000",1985
81071,4573592,2783894,6.8,"CAD 8,400,000",1981
81072,4573635,2022904,2.7,"$15,000,000",2012
81073,4573638,2987661,6.9,"$8,500,000",2008
81074,4573652,2613472,7.2,"$5,000",2006
81075,4573724,2361705,6.2,"$9,000,000",2008
81076,4573727,2212420,6.2,"$1,000,000",2011
81077,4573729,2424584,4.0,"$1,000,000",2006
81078,4573731,2468361,5.2,"$2,000,000",2006
81079,4573757,2366388,7.3,"MYR 1,000,000",2006
81080,4573757,2603040,7.1,"MYR 1,300,000",2008
81081,4573757,2768012,7.3,"MYR 1,000,000",2004
81082,4573785,2956959,4.5,"$20,000",1999
81083,4573802,2086807,3.4,"$5,000,000",2007
81084,4573802,2679876,5.4,"$3,400,000",2005
81085,4573802,3022299,6.4,"$1,500,000",2006
81086,4573806,2156834,5.8,"$25,000,000",1997
81087,4573806,2178642,5.8,"$40,000,000",2004
81088,4573806,2202109,4.6,"$11,000,000",2001
81089,4573806,2340100,3.7,"$35,000,000",2010
81090,4573806,2371454,6.7,"$8,000,000",1998
81091,4573806,2379777,5.3,"$14,000,000",2001
81092,4573806,2450776,5.9,"$17,700,000",2001
81093,4573806,2457562,5.4,"$18,000,000",2003
81094,4573806,2624162,6.9,"$15,000,000",1992
81095,4573806,2626010,6.4,"$110,000,000",2006
81096,4573806,2764698,5.4,"$35,000,000",2001
81097,4573806,2817043,7.2,"$42,000,000",1995
81098,4573806,2839398,4.3,"$25,000,000",2005
81099,4573806,2919611,5.5,"$65,000,000",2006
81100,4573806,2919613,5.5,"$70,000,000",2009
81101,4573806,2935448,5.4,"$28,000,000",2010
81102,4573806,2947344,6.0,"$20,000,000",1999
81103,4573806,2947901,6.8,"$18,000,000",1998
81104,4573806,3053615,5.3,"$45,000,000",2006
81105,4573816,2363871,5.9,"$50,000",2006
81106,4573847,2596437,5.9,"$20,000,000",1988
81107,4573848,2330286,4.7,"$10,000,000",2014
81108,4573859,2929776,3.5,"$3,000,000",2002
81109,4573861,2187569,4.4,"AUD 2,500,000",2012
81110,4573876,2754187,4.9,"$1,950,000",2014
81111,4573882,2084684,5.3,"INR 250,000,000",2007
81112,4573909,2154460,6.1,"BRL 4,000,000",2011
81113,4573909,2186723,5.2,"BRL 5,500,000",2011
